container_code,season,year,site,functional_group,common_name,species_name,spp_code,replicate_number,SL_cm,TL_cm,WT_g,fate_c_r,DO%,DO_mg,Temp_C,Salinity_ppt,Depth_m,conductivity,Drift_gal,lat.,long.,time in,time out
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,2.9,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,2.6,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,3.9,0.3,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Clown Goby,,,3,,,,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Gulf Pipefish,,,3,,7.4,0.2,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Gulf Pipefish,,,3,,8.5,0.3,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Gulf Pipefish,,,3,,8.8,0.5,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Gulf Pipefish,,,3,,8,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Gulf Pipefish,,,3,,6.1,0.8,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,2.8,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,3.3,0.2,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,1.9,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,1.9,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,1.6,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,2.7,0.3,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,2,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,1.9,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,1.7,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,2,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,2,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,2.1,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,2,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,2.1,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,2,0.3,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,1.8,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,2,0.2,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,1.5,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,2,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,2,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,2,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,2,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Goldspotted Killifish,,,3,,1.8,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Bay Anchovy,,,3,,4.8,0.4,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_15,Dry,2024,TS7,,Bay Anchovy,,,3,,2.5,0.1,c,71,5.3,29.1,10.7,0.9,18173,2,,,10:08,10:21
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,4.6,1.6,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,4.5,1.4,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,5,1.2,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,5.9,3.3,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,4.7,1.7,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,5.8,3.2,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,5.1,1.8,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,4.7,1.6,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,4.9,1.9,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,4.3,1.1,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,6,2.9,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,4.8,1.6,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,4.9,1.7,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,4.8,2.1,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,5,2.2,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,3.5,1.5,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,5.4,2.4,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,5,1.7,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,5,1.7,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,4,1.8,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,3.8,1.3,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,5.1,2.2,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,6,2.6,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,5.9,3,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,4.4,1.3,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,5.2,2,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,4.8,1.5,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,5.3,2.6,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,7.6,5.3,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,6,3.1,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,5.7,2.8,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,4.4,1.4,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,4.8,1.7,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,6.2,3,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,5.4,2.1,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,4.7,1.6,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,5.9,3.2,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,5.3,2.4,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,4.6,1.7,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,5.5,2.1,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
FIMS_29,Dry,2024,TS7,,Tidewater Mojarra,,,4,,,,c,119,8.6,30.6,8.3,1.2,14354,3,,,1:48,2:06
